시점,월별,가해자음주정도별1,가해자음주정도별2,주야별,사고건수,사망자수,부상자수
2012,2월,음주운전,0.10%~0.14%,야,783,12,1447
2012,2월,음주운전,0.15%~0.19%,주,81,1,144
2012,2월,음주운전,0.15%~0.19%,야,473,8,881
2012,2월,음주운전,0.20%~0.24%,주,26,4,32
2012,2월,음주운전,0.20%~0.24%,야,94,5,191
2012,2월,음주운전,0.25%~0.29%,주,5,1,11
2012,2월,음주운전,0.25%~0.29%,야,21,4,32
2012,2월,음주운전,0.30%~0.34%,주,4,0,10
2012,2월,음주운전,0.30%~0.34%,야,1,0,2
2012,2월,음주운전,0.35%이상,야,2,2,2
2012,2월,측정불능,측정불능,주,6,0,14
2012,2월,측정불능,측정불능,야,4,0,6
2012,2월,기타불명,기타불명,주,7845,176,12032
2012,2월,기타불명,기타불명,야,6556,152,9860
2012,3월,음주운전,측정불응,주,8,0,11
2012,3월,음주운전,측정불응,야,40,1,79
2012,3월,음주운전,0.05%~0.09%,주,136,8,222
2012,3월,음주운전,0.05%~0.09%,야,486,21,848
2012,3월,음주운전,0.10%~0.14%,주,150,5,279
2012,3월,음주운전,0.10%~0.14%,야,901,15,1641
2012,3월,음주운전,0.15%~0.19%,주,111,2,180
2012,3월,음주운전,0.15%~0.19%,야,583,16,1064
2012,3월,음주운전,0.20%~0.24%,주,43,1,81
2012,3월,음주운전,0.20%~0.24%,야,142,3,250
2012,3월,음주운전,0.25%~0.29%,주,9,0,10
2012,3월,음주운전,0.25%~0.29%,야,19,1,38
2012,3월,음주운전,0.30%~0.34%,주,6,0,11
2012,3월,음주운전,0.30%~0.34%,야,4,0,5
2012,3월,음주운전,0.35%이상,주,1,0,1
2012,3월,음주운전,0.35%이상,야,1,0,1
2012,3월,측정불능,측정불능,주,4,1,7
2012,3월,측정불능,측정불능,야,9,1,11
2012,3월,기타불명,기타불명,주,8535,162,12690
2012,3월,기타불명,기타불명,야,7067,166,10470
2012,4월,음주운전,측정불응,주,17,1,26
2012,4월,음주운전,측정불응,야,38,0,65
2012,4월,음주운전,0.05%~0.09%,주,130,11,243
2012,4월,음주운전,0.05%~0.09%,야,453,28,780
2012,4월,음주운전,0.10%~0.14%,주,197,4,353
2012,4월,음주운전,0.10%~0.14%,야,834,19,1487
2012,4월,음주운전,0.15%~0.19%,주,130,2,211
2012,4월,음주운전,0.15%~0.19%,야,617,7,1050
2012,4월,음주운전,0.20%~0.24%,주,58,4,84
2012,4월,음주운전,0.20%~0.24%,야,177,7,300
2012,4월,음주운전,0.25%~0.29%,주,17,1,32
2012,4월,음주운전,0.25%~0.29%,야,23,3,45
2012,4월,음주운전,0.30%~0.34%,주,9,0,18
2012,4월,음주운전,0.30%~0.34%,야,6,2,18
2012,4월,음주운전,0.35%이상,주,1,0,1
2012,4월,음주운전,0.35%이상,야,1,0,1
2012,4월,측정불능,측정불능,주,4,0,6
2012,4월,측정불능,측정불능,야,4,1,3
2012,4월,기타불명,기타불명,주,9377,210,14258
2012,4월,기타불명,기타불명,야,7279,183,10647
2012,5월,음주운전,측정불응,주,13,0,23
2012,5월,음주운전,측정불응,야,30,0,55
2012,5월,음주운전,0.05%~0.09%,주,128,10,217
2012,5월,음주운전,0.05%~0.09%,야,383,11,708
2012,5월,음주운전,0.10%~0.14%,주,174,9,287
2012,5월,음주운전,0.10%~0.14%,야,659,11,1177
2012,5월,음주운전,0.15%~0.19%,주,151,2,268
2012,5월,음주운전,0.15%~0.19%,야,491,16,933
2012,5월,음주운전,0.20%~0.24%,주,81,1,157
2012,5월,음주운전,0.20%~0.24%,야,199,3,386
2012,5월,음주운전,0.25%~0.29%,주,21,2,31
2012,5월,음주운전,0.25%~0.29%,야,35,3,59
2012,5월,음주운전,0.30%~0.34%,주,2,0,5
2012,5월,음주운전,0.30%~0.34%,야,8,1,12
2012,5월,음주운전,0.35%이상,주,1,0,2
2012,5월,음주운전,0.35%이상,야,4,0,6
2012,5월,측정불능,측정불능,주,2,0,3
2012,5월,측정불능,측정불능,야,5,0,5
2012,5월,기타불명,기타불명,주,10198,194,15400
2012,5월,기타불명,기타불명,야,7087,181,10429
2012,6월,음주운전,측정불응,주,8,0,14
2012,6월,음주운전,측정불응,야,28,2,39
2012,6월,음주운전,0.05%~0.09%,주,105,9,184
2012,6월,음주운전,0.05%~0.09%,야,355,17,602
2012,6월,음주운전,0.10%~0.14%,주,154,0,286
2012,6월,음주운전,0.10%~0.14%,야,595,20,1065
2012,6월,음주운전,0.15%~0.19%,주,146,2,246
2012,6월,음주운전,0.15%~0.19%,야,549,11,1011
2012,6월,음주운전,0.20%~0.24%,주,66,5,128
2012,6월,음주운전,0.20%~0.24%,야,188,8,314
2012,6월,음주운전,0.25%~0.29%,주,34,2,44
2012,6월,음주운전,0.25%~0.29%,야,35,1,56
2012,6월,음주운전,0.30%~0.34%,주,4,2,4
2012,6월,음주운전,0.30%~0.34%,야,4,0,4
2012,6월,음주운전,0.35%이상,주,1,0,2
2012,6월,음주운전,0.35%이상,야,2,0,3
2012,6월,측정불능,측정불능,주,4,0,6
2012,6월,측정불능,측정불능,야,5,0,5
2012,6월,기타불명,기타불명,주,9530,218,14115
2012,6월,기타불명,기타불명,야,7041,179,10186
2012,7월,음주운전,측정불응,주,7,0,12
2012,7월,음주운전,측정불응,야,37,0,61
2012,7월,음주운전,0.05%~0.09%,주,120,6,210
2012,7월,음주운전,0.05%~0.09%,야,363,13,621
2012,7월,음주운전,0.10%~0.14%,주,159,3,288
2012,7월,음주운전,0.10%~0.14%,야,664,8,1162
2012,7월,음주운전,0.15%~0.19%,주,133,3,238
2012,7월,음주운전,0.15%~0.19%,야,550,12,965
2012,7월,음주운전,0.20%~0.24%,주,69,0,142
2012,7월,음주운전,0.20%~0.24%,야,193,4,319
2012,7월,음주운전,0.25%~0.29%,주,23,2,40
2012,7월,음주운전,0.25%~0.29%,야,40,4,61
2012,7월,음주운전,0.30%~0.34%,주,5,0,8
2012,7월,음주운전,0.30%~0.34%,야,11,0,17
2012,7월,음주운전,0.35%이상,주,1,1,1
2012,7월,음주운전,0.35%이상,야,3,1,6
2012,7월,측정불능,측정불능,주,4,0,7
2012,7월,측정불능,측정불능,야,5,1,7
2012,7월,기타불명,기타불명,주,9700,183,14784
2012,7월,기타불명,기타불명,야,7246,175,10693
2012,8월,음주운전,측정불응,주,10,0,20
2012,8월,음주운전,측정불응,야,25,0,45
2012,8월,음주운전,0.05%~0.09%,주,143,6,271
2012,8월,음주운전,0.05%~0.09%,야,346,11,560
2012,8월,음주운전,0.10%~0.14%,주,164,2,280
2012,8월,음주운전,0.10%~0.14%,야,653,13,1192
2012,8월,음주운전,0.15%~0.19%,주,147,2,259
2012,8월,음주운전,0.15%~0.19%,야,522,7,979
2012,8월,음주운전,0.20%~0.24%,주,70,2,125
2012,8월,음주운전,0.20%~0.24%,야,184,7,332
2012,8월,음주운전,0.25%~0.29%,주,21,0,41
2012,8월,음주운전,0.25%~0.29%,야,39,1,73
2012,8월,음주운전,0.30%~0.34%,주,5,0,14
2012,8월,음주운전,0.30%~0.34%,야,9,0,19
2012,8월,음주운전,0.35%이상,주,1,0,4
2012,8월,음주운전,0.35%이상,야,2,0,3
2012,8월,측정불능,측정불능,주,5,1,6
2012,8월,측정불능,측정불능,야,4,0,5
2012,8월,기타불명,기타불명,주,9018,180,14104
2012,8월,기타불명,기타불명,야,7039,177,10719
2012,9월,음주운전,측정불응,주,6,0,7
2012,9월,음주운전,측정불응,야,32,0,54
2012,9월,음주운전,0.05%~0.09%,주,153,6,303
2012,9월,음주운전,0.05%~0.09%,야,377,17,675
2012,9월,음주운전,0.10%~0.14%,주,187,7,357
2012,9월,음주운전,0.10%~0.14%,야,711,13,1285
2012,9월,음주운전,0.15%~0.19%,주,131,1,255
2012,9월,음주운전,0.15%~0.19%,야,523,10,964
2012,9월,음주운전,0.20%~0.24%,주,52,0,73
2012,9월,음주운전,0.20%~0.24%,야,185,4,364
2012,9월,음주운전,0.25%~0.29%,주,26,0,41
2012,9월,음주운전,0.25%~0.29%,야,39,4,67
2012,9월,음주운전,0.30%~0.34%,주,5,1,10
2012,9월,음주운전,0.30%~0.34%,야,5,2,6
2012,9월,음주운전,0.35%이상,주,1,0,4
2012,9월,음주운전,0.35%이상,야,2,1,1
2012,9월,측정불능,측정불능,주,5,0,6
2012,9월,측정불능,측정불능,야,5,0,7
2012,9월,기타불명,기타불명,주,9668,218,14562
2012,9월,기타불명,기타불명,야,7121,202,10421
2012,10월,음주운전,측정불응,주,9,0,13
2012,10월,음주운전,측정불응,야,25,0,42
2012,10월,음주운전,0.05%~0.09%,주,172,5,369
2012,10월,음주운전,0.05%~0.09%,야,412,13,776
2012,10월,음주운전,0.10%~0.14%,주,204,5,355
2012,10월,음주운전,0.10%~0.14%,야,713,14,1273
2012,10월,음주운전,0.15%~0.19%,주,145,1,275
2012,10월,음주운전,0.15%~0.19%,야,494,11,900
2012,10월,음주운전,0.20%~0.24%,주,51,3,82
2012,10월,음주운전,0.20%~0.24%,야,138,5,234
2012,10월,음주운전,0.25%~0.29%,주,15,1,27
2012,10월,음주운전,0.25%~0.29%,야,22,2,45
2012,10월,음주운전,0.30%~0.34%,주,3,0,5
2012,10월,음주운전,0.30%~0.34%,야,4,0,5
2012,10월,음주운전,0.35%이상,야,2,0,2
2012,10월,측정불능,측정불능,주,1,0,1
2012,10월,측정불능,측정불능,야,7,0,10
2012,10월,기타불명,기타불명,주,10001,246,14853
2012,10월,기타불명,기타불명,야,7139,227,10492
2012,11월,음주운전,측정불응,주,7,0,8
2012,11월,음주운전,측정불응,야,49,0,85
2012,11월,음주운전,0.05%~0.09%,주,147,2,295
2012,11월,음주운전,0.05%~0.09%,야,468,14,818
2012,11월,음주운전,0.10%~0.14%,주,212,4,374
2012,11월,음주운전,0.10%~0.14%,야,917,16,1591
2012,11월,음주운전,0.15%~0.19%,주,138,3,245
2012,11월,음주운전,0.15%~0.19%,야,557,13,1023
2012,11월,음주운전,0.20%~0.24%,주,36,0,56
2012,11월,음주운전,0.20%~0.24%,야,135,9,224
2012,11월,음주운전,0.25%~0.29%,주,13,0,23
2012,11월,음주운전,0.25%~0.29%,야,38,7,50
2012,11월,음주운전,0.30%~0.34%,주,1,0,1
2012,11월,음주운전,0.30%~0.34%,야,6,1,13
2012,11월,음주운전,0.35%이상,주,3,1,4
2012,11월,측정불능,측정불능,주,5,1,7
2012,11월,측정불능,측정불능,야,3,0,3
2012,11월,기타불명,기타불명,주,9539,227,14198
2012,11월,기타불명,기타불명,야,7476,210,11036
2012,12월,음주운전,측정불응,주,8,0,11
2012,12월,음주운전,측정불응,야,38,0,57
2012,12월,음주운전,0.05%~0.09%,주,164,8,269
2012,12월,음주운전,0.05%~0.09%,야,445,26,829
2012,12월,음주운전,0.10%~0.14%,주,211,4,391
2012,12월,음주운전,0.10%~0.14%,야,847,15,1634
2012,12월,음주운전,0.15%~0.19%,주,109,1,197
2012,12월,음주운전,0.15%~0.19%,야,479,10,884
2012,12월,음주운전,0.20%~0.24%,주,40,0,76
2012,12월,음주운전,0.20%~0.24%,야,111,4,203
2012,12월,음주운전,0.25%~0.29%,주,14,1,36
2012,12월,음주운전,0.25%~0.29%,야,22,1,40
2012,12월,음주운전,0.30%~0.34%,주,1,0,1
2012,12월,음주운전,0.30%~0.34%,야,3,1,5
2012,12월,음주운전,0.35%이상,주,1,1,0
2012,12월,음주운전,0.35%이상,야,1,0,4
2012,12월,측정불능,측정불능,주,4,0,7
2012,12월,측정불능,측정불능,야,7,3,11
2012,12월,기타불명,기타불명,주,8671,181,13756
2012,12월,기타불명,기타불명,야,6572,167,9903
2013,전체,음주운전,측정불응,주,98,1,153
2013,전체,음주운전,측정불응,야,370,2,656
2013,전체,음주운전,0.05%~0.09%,주,1639,65,3048
2013,전체,음주운전,0.05%~0.09%,야,4562,146,8055
2013,전체,음주운전,0.10%~0.14%,주,1928,32,3508
2013,전체,음주운전,0.10%~0.14%,야,7956,144,14191
2013,전체,음주운전,0.15%~0.19%,주,1416,43,2514
2013,전체,음주운전,0.15%~0.19%,야,5486,140,10095
2013,전체,음주운전,0.20%~0.24%,주,644,25,1123
2013,전체,음주운전,0.20%~0.24%,야,1861,85,3286
2013,전체,음주운전,0.25%~0.29%,주,164,7,293
2013,전체,음주운전,0.25%~0.29%,야,337,22,575
2013,전체,음주운전,0.30%~0.34%,주,46,7,82
2013,전체,음주운전,0.30%~0.34%,야,51,6,88
2013,전체,음주운전,0.35%이상,주,11,0,19
2013,전체,음주운전,0.35%이상,야,20,2,25
2013,전체,측정불능,측정불능,주,66,4,84
2013,전체,측정불능,측정불능,야,107,6,153
2013,전체,기타불명,기타불명,주,109057,2206,164458
2013,전체,기타불명,기타불명,야,79535,2149,116305
2013,1월,음주운전,측정불응,주,8,0,12
2013,1월,음주운전,측정불응,야,47,0,88
2013,1월,음주운전,0.05%~0.09%,주,120,6,205
2013,1월,음주운전,0.05%~0.09%,야,427,5,808
2013,1월,음주운전,0.10%~0.14%,주,139,0,276
2013,1월,음주운전,0.10%~0.14%,야,796,10,1443
2013,1월,음주운전,0.15%~0.19%,주,80,7,131
2013,1월,음주운전,0.15%~0.19%,야,402,12,786
2013,1월,음주운전,0.20%~0.24%,주,28,0,54
2013,1월,음주운전,0.20%~0.24%,야,112,8,195
2013,1월,음주운전,0.25%~0.29%,주,4,0,8
2013,1월,음주운전,0.25%~0.29%,야,11,2,17
2013,1월,음주운전,0.30%~0.34%,주,1,0,1
2013,1월,측정불능,측정불능,주,3,1,2
2013,1월,측정불능,측정불능,야,5,0,5
2013,1월,기타불명,기타불명,주,7652,176,11900
2013,1월,기타불명,기타불명,야,6181,162,9163
2013,2월,음주운전,측정불응,주,7,0,14
2013,2월,음주운전,측정불응,야,27,0,50
2013,2월,음주운전,0.05%~0.09%,주,126,6,234
2013,2월,음주운전,0.05%~0.09%,야,365,11,642
2013,2월,음주운전,0.10%~0.14%,주,139,1,254
2013,2월,음주운전,0.10%~0.14%,야,657,11,1170
2013,2월,음주운전,0.15%~0.19%,주,71,2,122
2013,2월,음주운전,0.15%~0.19%,야,390,7,746
2013,2월,음주운전,0.20%~0.24%,주,35,0,59
2013,2월,음주운전,0.20%~0.24%,야,107,4,189
2013,2월,음주운전,0.25%~0.29%,주,6,1,12
2013,2월,음주운전,0.25%~0.29%,야,13,3,31
2013,2월,음주운전,0.30%~0.34%,주,4,1,4
2013,2월,음주운전,0.30%~0.34%,야,1,1,0
2013,2월,음주운전,0.35%이상,야,3,1,4
2013,2월,측정불능,측정불능,주,2,0,3
2013,2월,측정불능,측정불능,야,5,0,9
2013,2월,기타불명,기타불명,주,6851,125,10738
2013,2월,기타불명,기타불명,야,5378,161,7974
2013,3월,음주운전,측정불응,주,8,0,13
2013,3월,음주운전,측정불응,야,43,0,74
2013,3월,음주운전,0.05%~0.09%,주,152,7,261
2013,3월,음주운전,0.05%~0.09%,야,439,9,736
2013,3월,음주운전,0.10%~0.14%,주,156,3,263
2013,3월,음주운전,0.10%~0.14%,야,785,16,1381
2013,3월,음주운전,0.15%~0.19%,주,103,5,178
2013,3월,음주운전,0.15%~0.19%,야,486,11,933
2013,3월,음주운전,0.20%~0.24%,주,41,2,64
2013,3월,음주운전,0.20%~0.24%,야,141,15,203
2013,3월,음주운전,0.25%~0.29%,주,4,0,5
2013,3월,음주운전,0.25%~0.29%,야,30,1,51
2013,3월,음주운전,0.30%~0.34%,주,6,0,9
2013,3월,음주운전,0.30%~0.34%,야,5,2,10
2013,3월,음주운전,0.35%이상,주,2,0,2
2013,3월,측정불능,측정불능,주,2,0,2
2013,3월,측정불능,측정불능,야,8,0,8
2013,3월,기타불명,기타불명,주,8562,181,12802
2013,3월,기타불명,기타불명,야,6492,157,9466
2013,4월,음주운전,측정불응,주,10,0,15
2013,4월,음주운전,측정불응,야,31,0,55
2013,4월,음주운전,0.05%~0.09%,주,153,6,278
2013,4월,음주운전,0.05%~0.09%,야,408,14,711
2013,4월,음주운전,0.10%~0.14%,주,167,4,305
2013,4월,음주운전,0.10%~0.14%,야,818,13,1450
2013,4월,음주운전,0.15%~0.19%,주,147,5,266
2013,4월,음주운전,0.15%~0.19%,야,508,16,977
2013,4월,음주운전,0.20%~0.24%,주,43,3,77
2013,4월,음주운전,0.20%~0.24%,야,148,9,290
2013,4월,음주운전,0.25%~0.29%,주,9,1,10
2013,4월,음주운전,0.25%~0.29%,야,26,2,50
2013,4월,음주운전,0.30%~0.34%,주,2,0,7
2013,4월,음주운전,0.30%~0.34%,야,6,0,9
2013,4월,음주운전,0.35%이상,주,2,0,4
2013,4월,음주운전,0.35%이상,야,2,0,3
2013,4월,측정불능,측정불능,주,9,0,13
2013,4월,측정불능,측정불능,야,8,1,13
2013,4월,기타불명,기타불명,주,9078,145,13747
2013,4월,기타불명,기타불명,야,6456,161,9515
2013,5월,음주운전,측정불응,주,7,0,7
2013,5월,음주운전,측정불응,야,30,1,49
2013,5월,음주운전,0.05%~0.09%,주,142,3,258
2013,5월,음주운전,0.05%~0.09%,야,441,11,787
2013,5월,음주운전,0.10%~0.14%,주,167,3,300
2013,5월,음주운전,0.10%~0.14%,야,698,16,1217
2013,5월,음주운전,0.15%~0.19%,주,145,6,283
2013,5월,음주운전,0.15%~0.19%,야,544,9,993
2013,5월,음주운전,0.20%~0.24%,주,60,0,107
2013,5월,음주운전,0.20%~0.24%,야,155,6,280
2013,5월,음주운전,0.25%~0.29%,주,11,2,28
2013,5월,음주운전,0.25%~0.29%,야,43,2,72
2013,5월,음주운전,0.30%~0.34%,주,7,0,14
2013,5월,음주운전,0.30%~0.34%,야,10,2,15
2013,5월,음주운전,0.35%이상,주,1,0,1
2013,5월,음주운전,0.35%이상,야,1,0,1
2013,5월,측정불능,측정불능,주,4,0,5
2013,5월,측정불능,측정불능,야,15,0,25
2013,5월,기타불명,기타불명,주,10049,201,14840
2013,5월,기타불명,기타불명,야,7156,158,10394
2013,6월,음주운전,측정불응,주,11,0,17
2013,6월,음주운전,측정불응,야,25,1,34
2013,6월,음주운전,0.05%~0.09%,주,141,5,277
2013,6월,음주운전,0.05%~0.09%,야,349,11,630
2013,6월,음주운전,0.10%~0.14%,주,174,5,340
2013,6월,음주운전,0.10%~0.14%,야,528,11,914
2013,6월,음주운전,0.15%~0.19%,주,135,2,225
2013,6월,음주운전,0.15%~0.19%,야,479,13,804
2013,6월,음주운전,0.20%~0.24%,주,64,2,133
2013,6월,음주운전,0.20%~0.24%,야,207,7,394
2013,6월,음주운전,0.25%~0.29%,주,20,0,32
2013,6월,음주운전,0.25%~0.29%,야,39,1,66
2013,6월,음주운전,0.30%~0.34%,주,11,2,19
2013,6월,음주운전,0.30%~0.34%,야,7,0,11
2013,6월,음주운전,0.35%이상,주,1,0,1
2013,6월,음주운전,0.35%이상,야,3,0,6
2013,6월,측정불능,측정불능,주,11,0,14
2013,6월,측정불능,측정불능,야,16,1,20
2013,6월,기타불명,기타불명,주,9392,179,14103
2013,6월,기타불명,기타불명,야,6716,196,9633
2013,7월,음주운전,측정불응,주,9,1,13
2013,7월,음주운전,측정불응,야,24,0,46
2013,7월,음주운전,0.05%~0.09%,주,124,11,228
2013,7월,음주운전,0.05%~0.09%,야,323,19,537
2013,7월,음주운전,0.10%~0.14%,주,154,5,283
2013,7월,음주운전,0.10%~0.14%,야,569,13,970
2013,7월,음주운전,0.15%~0.19%,주,118,1,227
2013,7월,음주운전,0.15%~0.19%,야,460,6,815
2013,7월,음주운전,0.20%~0.24%,주,81,4,133
2013,7월,음주운전,0.20%~0.24%,야,241,6,423
2013,7월,음주운전,0.25%~0.29%,주,24,0,53
2013,7월,음주운전,0.25%~0.29%,야,38,2,60
2013,7월,음주운전,0.30%~0.34%,주,5,0,14
2013,7월,음주운전,0.30%~0.34%,야,8,0,21
2013,7월,음주운전,0.35%이상,야,2,0,3
2013,7월,측정불능,측정불능,주,8,2,9
2013,7월,측정불능,측정불능,야,11,0,21
2013,7월,기타불명,기타불명,주,9487,197,14571
2013,7월,기타불명,기타불명,야,6755,177,9960
2013,8월,음주운전,측정불응,주,7,0,10
2013,8월,음주운전,측정불응,야,20,0,34
2013,8월,음주운전,0.05%~0.09%,주,130,6,279
2013,8월,음주운전,0.05%~0.09%,야,307,16,535
2013,8월,음주운전,0.10%~0.14%,주,142,0,260
2013,8월,음주운전,0.10%~0.14%,야,478,12,874
2013,8월,음주운전,0.15%~0.19%,주,135,4,245
2013,8월,음주운전,0.15%~0.19%,야,417,12,733
2013,8월,음주운전,0.20%~0.24%,주,69,3,118
2013,8월,음주운전,0.20%~0.24%,야,172,4,282
2013,8월,음주운전,0.25%~0.29%,주,23,1,37
2013,8월,음주운전,0.25%~0.29%,야,28,1,49
2013,8월,음주운전,0.30%~0.34%,주,4,0,4
2013,8월,음주운전,0.30%~0.34%,야,4,0,5
2013,8월,음주운전,0.35%이상,주,3,0,3
2013,8월,음주운전,0.35%이상,야,2,0,2
2013,8월,측정불능,측정불능,주,5,1,4
2013,8월,측정불능,측정불능,야,6,0,11
2013,8월,기타불명,기타불명,주,10030,177,15714
2013,8월,기타불명,기타불명,야,6709,175,9991
2013,9월,음주운전,측정불응,주,5,0,8
2013,9월,음주운전,측정불응,야,23,0,39
2013,9월,음주운전,0.05%~0.09%,주,149,2,294
2013,9월,음주운전,0.05%~0.09%,야,317,7,556
2013,9월,음주운전,0.10%~0.14%,주,159,1,282
2013,9월,음주운전,0.10%~0.14%,야,547,7,971
2013,9월,음주운전,0.15%~0.19%,주,143,5,272
2013,9월,음주운전,0.15%~0.19%,야,463,18,810
2013,9월,음주운전,0.20%~0.24%,주,74,2,118
2013,9월,음주운전,0.20%~0.24%,야,170,4,312
2013,9월,음주운전,0.25%~0.29%,주,19,1,31
2013,9월,음주운전,0.25%~0.29%,야,29,1,54
2013,9월,음주운전,0.30%~0.34%,주,2,1,3
2013,9월,음주운전,0.30%~0.34%,야,4,0,8
2013,9월,음주운전,0.35%이상,주,1,0,7
2013,9월,음주운전,0.35%이상,야,1,1,0
2013,9월,측정불능,측정불능,주,6,0,9
2013,9월,측정불능,측정불능,야,11,1,15
2013,9월,기타불명,기타불명,주,9235,199,13717
2013,9월,기타불명,기타불명,야,6448,180,9432
2013,10월,음주운전,측정불응,주,11,0,16
2013,10월,음주운전,측정불응,야,33,0,61
2013,10월,음주운전,0.05%~0.09%,주,146,7,265
2013,10월,음주운전,0.05%~0.09%,야,375,12,666
2013,10월,음주운전,0.10%~0.14%,주,174,3,329
2013,10월,음주운전,0.10%~0.14%,야,660,10,1197
2013,10월,음주운전,0.15%~0.19%,주,136,1,225
2013,10월,음주운전,0.15%~0.19%,야,486,11,905
2013,10월,음주운전,0.20%~0.24%,주,63,5,108
2013,10월,음주운전,0.20%~0.24%,야,165,7,285
2013,10월,음주운전,0.25%~0.29%,주,20,0,45
2013,10월,음주운전,0.25%~0.29%,야,31,2,44
2013,10월,음주운전,0.30%~0.34%,주,1,0,1
2013,10월,음주운전,0.30%~0.34%,야,4,1,7
2013,10월,음주운전,0.35%이상,야,3,0,3
2013,10월,측정불능,측정불능,주,8,0,12
2013,10월,측정불능,측정불능,야,10,2,10
2013,10월,기타불명,기타불명,주,10226,220,14990
2013,10월,기타불명,기타불명,야,7245,218,10338
2013,11월,음주운전,측정불응,주,8,0,17
2013,11월,음주운전,측정불응,야,32,0,58
2013,11월,음주운전,0.05%~0.09%,주,120,1,204
2013,11월,음주운전,0.05%~0.09%,야,394,12,682
2013,11월,음주운전,0.10%~0.14%,주,195,3,344
2013,11월,음주운전,0.10%~0.14%,야,699,13,1240
2013,11월,음주운전,0.15%~0.19%,주,115,2,187
2013,11월,음주운전,0.15%~0.19%,야,464,13,872
2013,11월,음주운전,0.20%~0.24%,주,48,1,80
2013,11월,음주운전,0.20%~0.24%,야,143,12,255
2013,11월,음주운전,0.25%~0.29%,주,13,0,19
2013,11월,음주운전,0.25%~0.29%,야,25,3,41
2013,11월,음주운전,0.30%~0.34%,주,2,2,5
2013,11월,음주운전,0.35%이상,주,1,0,1
2013,11월,음주운전,0.35%이상,야,3,0,3
2013,11월,측정불능,측정불능,주,5,0,7
2013,11월,측정불능,측정불능,야,5,0,9
2013,11월,기타불명,기타불명,주,9928,214,14511
2013,11월,기타불명,기타불명,야,7196,203,10451
2013,12월,음주운전,측정불응,주,7,0,11
2013,12월,음주운전,측정불응,야,35,0,68
2013,12월,음주운전,0.05%~0.09%,주,136,5,265
2013,12월,음주운전,0.05%~0.09%,야,417,19,765
2013,12월,음주운전,0.10%~0.14%,주,162,4,272
2013,12월,음주운전,0.10%~0.14%,야,721,12,1364
2013,12월,음주운전,0.15%~0.19%,주,88,3,153
2013,12월,음주운전,0.15%~0.19%,야,387,12,721
2013,12월,음주운전,0.20%~0.24%,주,38,3,72
2013,12월,음주운전,0.20%~0.24%,야,100,3,178
2013,12월,음주운전,0.25%~0.29%,주,11,1,13
2013,12월,음주운전,0.25%~0.29%,야,24,2,40
2013,12월,음주운전,0.30%~0.34%,주,1,1,1
2013,12월,음주운전,0.30%~0.34%,야,2,0,2
2013,12월,측정불능,측정불능,주,3,0,4
2013,12월,측정불능,측정불능,야,7,1,7
2013,12월,기타불명,기타불명,주,8567,192,12825
2013,12월,기타불명,기타불명,야,6803,201,9988
2014,전체,음주운전,측정불응,주,76,1,130
2014,전체,음주운전,측정불응,야,260,4,443
2014,전체,음주운전,0.05%~0.09%,주,1481,62,2879
2014,전체,음주운전,0.05%~0.09%,야,4080,128,7271
2014,전체,음주운전,0.10%~0.14%,주,1904,27,3294
2014,전체,음주운전,0.10%~0.14%,야,7266,123,12887
2014,전체,음주운전,0.15%~0.19%,주,1341,25,2356
2014,전체,음주운전,0.15%~0.19%,야,4947,101,8840
2014,전체,음주운전,0.20%~0.24%,주,574,13,988
2014,전체,음주운전,0.20%~0.24%,야,1497,67,2655
2014,전체,음주운전,0.25%~0.29%,주,162,5,250
2014,전체,음주운전,0.25%~0.29%,야,328,24,574
2014,전체,음주운전,0.30%~0.34%,주,33,0,52
2014,전체,음주운전,0.30%~0.34%,야,57,8,95
2014,전체,음주운전,0.35%이상,주,9,2,13
2014,전체,음주운전,0.35%이상,야,28,2,45
2014,전체,측정불능,측정불능,주,49,3,71
2014,전체,측정불능,측정불능,야,138,6,210
2014,전체,기타불명,기타불명,주,116643,2178,174032
2014,전체,기타불명,기타불명,야,82679,1983,120412
2014,1월,음주운전,측정불응,주,6,0,10
2014,1월,음주운전,측정불응,야,17,0,35
2014,1월,음주운전,0.05%~0.09%,주,94,5,154
2014,1월,음주운전,0.05%~0.09%,야,361,3,694
2014,1월,음주운전,0.10%~0.14%,주,154,2,260
2014,1월,음주운전,0.10%~0.14%,야,542,9,969
2014,1월,음주운전,0.15%~0.19%,주,78,2,149
2014,1월,음주운전,0.15%~0.19%,야,313,11,540
2014,1월,음주운전,0.20%~0.24%,주,33,2,58
2014,1월,음주운전,0.20%~0.24%,야,83,4,158
2014,1월,음주운전,0.25%~0.29%,주,5,0,10
2014,1월,음주운전,0.25%~0.29%,야,30,4,50
2014,1월,음주운전,0.30%~0.34%,주,1,0,1
2014,1월,음주운전,0.30%~0.34%,야,4,0,9
2014,1월,음주운전,0.35%이상,주,1,0,2
2014,1월,음주운전,0.35%이상,야,2,0,5
2014,1월,측정불능,측정불능,주,3,1,2
2014,1월,측정불능,측정불능,야,10,1,18
2014,1월,기타불명,기타불명,주,8113,177,12351
2014,1월,기타불명,기타불명,야,6055,168,8853
2014,2월,음주운전,측정불응,주,9,0,15
2014,2월,음주운전,측정불응,야,26,0,45
2014,2월,음주운전,0.05%~0.09%,주,102,4,211
2014,2월,음주운전,0.05%~0.09%,야,320,9,593
